DAUID,Population,Population 15 to 64,Pop_65plus,Pop15plus
35203234,672,470,115,585
35203235,555,390,80,470
35203236,638,430,95,525
35203237,612,410,70,480
35203238,456,320,70,390
35203239,688,450,165,615
35203240,790,415,295,710
35203241,581,390,110,500
35203242,573,360,85,445
35203243,450,300,80,380
35203244,423,265,90,355
35203245,423,275,70,345
35203246,432,245,100,345
35203247,653,420,130,550
35203248,611,405,85,490
35203249,541,350,100,450
35203250,618,400,100,500
35203251,543,375,75,450
35203252,596,390,115,505
35203253,363,235,80,315
35203254,454,300,115,415
35203255,534,370,75,445
35203256,547,390,60,450
35203257,696,435,225,660
35203258,544,395,70,465
35203259,631,425,90,515
35203260,453,310,75,385
35203261,675,475,110,585
35203263,422,275,80,355
35203264,570,330,165,495
35203265,502,355,70,425
35203266,462,310,80,390
35203267,533,365,85,450
35203268,738,535,120,655
35203269,567,410,75,485
35203270,83,60,20,80
35203271,549,400,80,480
35203273,1459,1080,165,1245
35203274,807,530,160,690
35203275,965,480,385,865
35203276,605,400,90,490
35203277,502,330,70,400
35203278,492,325,95,420
35203279,634,405,145,550
35203280,420,280,80,360
35203281,438,295,60,355
35203282,428,275,90,365
35203283,600,400,95,495
35203284,426,275,80,355
35203285,540,365,90,455
35203286,624,435,75,510
35203287,452,305,80,385
35203288,1035,720,185,905
35203289,677,455,140,595
35203290,515,345,80,425
35203291,953,630,150,780
35203292,338,215,90,305
35203293,188,115,50,165
35203294,598,415,130,545
35203296,301,185,85,270
35203297,522,345,95,440
35203298,540,375,80,455
35203299,516,350,75,425
35203300,460,325,70,395
35203301,475,330,70,400
35203314,562,380,105,485
35203315,382,210,120,330
35203316,423,280,80,360
35203317,542,310,95,405
35203318,659,420,130,550
35203321,374,220,100,320
35203322,628,365,160,525
35203323,391,240,80,320
35203324,587,395,60,455
35203330,1062,695,80,775
35203331,908,570,85,655
35203332,406,280,75,355
35203333,720,430,200,630
35203334,482,335,80,415
35203337,357,265,50,315
35203338,427,265,90,355
35203339,423,275,80,355
35203340,1804,1160,200,1360
35203342,1306,525,665,1190
35203344,286,190,65,255
35203345,593,405,75,480
35203346,390,245,70,315
35203347,339,225,55,280
35203348,805,550,80,630
35203350,923,355,445,800
35203351,603,425,100,525
35203352,448,320,50,370
35203353,493,325,70,395
35203354,543,350,100,450
35203355,503,350,80,430
35203356,589,405,85,490
35203357,348,225,75,300
35203358,460,305,85,390
35203359,474,345,65,410
35203360,290,195,45,240
35203361,543,350,105,455
35203370,1511,1170,90,1260
35203371,1655,1195,110,1305
35203372,1381,975,90,1065
35203373,328,240,50,290
35203374,591,415,115,530
35203375,295,205,65,270
35203376,284,185,60,245
35203377,543,355,115,470
35203378,640,405,160,565
35203379,575,370,120,490
35203380,458,295,100,395
35203381,465,310,85,395
35203382,491,315,95,410
35203383,388,245,85,330
35203384,542,355,115,470
35203385,471,335,80,415
35203386,604,395,135,530
35203387,565,375,95,470
35203388,525,355,105,460
35203389,464,340,85,425
35203391,427,280,105,385
35203392,313,195,25,220
35203393,930,630,165,795
35203394,778,125,635,760
35203395,617,405,125,530
35203396,400,280,65,345
35203399,546,340,110,450
35203400,361,250,80,330
35203401,290,190,65,255
35203402,361,245,55,300
35203404,2151,1440,185,1625
35203405,1037,685,85,770
35203406,1497,1000,195,1195
35203407,531,355,85,440
35203408,1914,1265,380,1645
35203409,489,340,95,435
35203410,449,300,75,375
35203411,1454,1025,215,1240
35203412,602,410,100,510
35203413,419,275,70,345
35203414,554,390,90,480
35203415,407,285,80,365
35203416,640,435,100,535
35203417,587,395,105,500
35203418,598,425,105,530
35203419,607,320,235,555
35203420,695,465,135,600
35203421,732,505,125,630
35203422,562,400,75,475
35203423,593,415,90,505
35203427,755,555,95,650
35203435,765,500,165,665
35203439,638,455,90,545
35203440,616,425,90,515
35203441,469,320,85,405
35203442,272,195,55,250
35203443,466,325,70,395
35203444,664,450,105,555
35203445,570,380,105,485
35203446,569,385,95,480
35203447,635,425,115,540
35203448,960,670,80,750
35203449,1095,750,115,865
35203450,592,435,60,495
35203451,662,465,90,555
35203452,898,490,305,795
35203458,564,400,95,495
35203461,586,410,110,520
35203462,535,370,110,480
35203463,436,285,105,390
35203465,1370,930,245,1175
35203466,1313,910,225,1135
35203467,482,300,115,415
35203468,534,385,95,480
35203469,467,305,120,425
35203470,813,555,80,635
35203471,536,345,90,435
35203472,676,420,110,530
35203479,382,280,65,345
35203480,478,350,65,415
35203483,692,465,125,590
35203484,629,430,110,540
35203485,412,300,50,350
35203486,814,540,105,645
35203489,675,440,135,575
35203490,599,430,110,540
35203491,636,435,115,550
35203492,428,300,80,380
35203493,735,540,70,610
35203494,541,390,100,490
35203495,486,340,90,430
35203496,506,360,85,445
35203498,596,400,100,500
35203501,511,365,90,455
35203502,597,415,95,510
35203503,4044,2940,440,3380
35203504,293,190,45,235
35203505,503,380,70,450
35203506,534,390,80,470
35203507,409,295,70,365
35203508,589,385,90,475
35203509,820,455,265,720
35203510,481,215,205,420
35203511,575,385,105,490
35203512,596,400,110,510
35203513,553,395,70,465
35203519,934,675,145,820
35203520,2809,1840,215,2055
35203521,1659,850,655,1505
35203522,801,585,90,675
35203523,391,260,50,310
35203524,438,270,85,355
35203525,475,330,80,410
35203526,478,295,120,415
35203527,878,580,150,730
35203528,505,345,85,430
35203529,504,335,95,430
35203530,484,345,90,435
35203531,460,300,115,415
35203532,570,395,100,495
35203533,458,300,95,395
35203534,486,335,95,430
35203535,486,315,85,400
35203536,438,280,95,375
35203537,565,405,90,495
35203538,456,315,70,385
35203539,455,335,80,415
35203540,480,325,90,415
35203541,877,580,175,755
35203542,619,435,65,500
35203543,557,400,90,490
35203544,553,380,105,485
35203545,562,395,90,485
35203546,672,445,120,565
35203547,615,445,65,510
35203548,760,510,115,625
35203552,641,455,90,545
35203554,469,310,85,395
35203561,1082,720,145,865
35203566,1840,1265,245,1510
35203567,684,465,105,570
35203568,998,700,140,840
35203569,477,325,80,405
35203570,633,430,100,530
35203571,485,320,100,420
35203572,451,310,70,380
35203573,622,445,100,545
35203574,676,455,120,575
35203575,562,370,125,495
35203576,501,335,105,440
35203577,413,275,85,360
35203578,529,355,105,460
35203579,518,330,110,440
35203580,935,650,110,760
35203581,337,225,65,290
35203584,648,480,90,570
35203585,458,305,90,395
35203586,430,305,65,370
35203587,468,320,75,395
35203588,582,410,95,505
35203589,697,500,140,640
35203590,1454,990,255,1245
35203591,937,680,105,785
35203592,689,515,125,640
35203593,323,210,70,280
35203594,786,540,140,680
35203595,602,420,100,520
35203596,333,220,70,290
35203597,460,315,100,415
35203599,841,560,150,710
35203600,404,245,105,350
35203604,765,520,135,655
35203605,732,510,115,625
35203606,598,420,85,505
35203607,792,555,135,690
35203608,616,435,115,550
35203610,795,390,325,715
35203611,409,270,90,360
35203612,476,290,120,410
35203613,835,535,200,735
35203614,367,210,100,310
35203615,358,220,110,330
35203616,530,370,100,470
35203617,880,660,80,740
35203618,2306,1490,540,2030
35203619,547,385,105,490
35203620,895,465,360,825
35203621,1028,690,215,905
35203622,1021,685,145,830
35203623,897,625,170,795
35203626,460,265,145,410
35203627,658,425,160,585
35203628,400,260,95,355
35203629,289,180,55,235
35203630,295,210,50,260
35203631,390,225,135,360
35203632,561,355,150,505
35203633,416,245,115,360
35203634,536,335,115,450
35203635,604,410,105,515
35203636,724,475,125,600
35203637,429,290,65,355
35203640,560,375,110,485
35203641,350,225,80,305
35203649,0,NA,NA,NA
35203650,1232,780,325,1105
35203651,548,360,115,475
35203652,405,275,80,355
35203653,657,465,125,590
35203654,459,305,70,375
35203655,500,345,85,430
35203656,661,355,250,605
35203657,551,405,85,490
35203658,351,250,60,310
35203659,1228,835,170,1005
35203660,434,305,60,365
35203661,685,490,110,600
35203664,1190,750,110,860
35203666,464,315,40,355
35203668,644,430,120,550
35203669,756,510,150,660
35203670,1210,880,110,990
35203672,422,275,85,360
35203673,271,180,50,230
35203675,627,390,145,535
35203676,538,325,135,460
35203677,485,280,135,415
35203678,256,135,65,200
35203679,365,215,100,315
35203680,461,275,130,405
35203681,522,315,140,455
35203682,837,505,190,695
35203683,401,250,85,335
35203684,1033,695,185,880
35203685,502,280,160,440
35203686,342,205,90,295
35203687,833,575,125,700
35203688,635,395,155,550
35203689,554,340,155,495
35203690,526,340,145,485
35203691,1095,735,230,965
35203692,483,265,155,420
35203693,571,360,145,505
35203694,505,335,120,455
35203695,616,410,120,530
35203696,484,300,115,415
35203697,331,210,70,280
35203698,514,335,150,485
35203699,526,350,125,475
35203700,682,475,115,590
35203701,448,300,105,405
35203703,530,325,140,465
35203704,382,245,95,340
35203705,394,255,85,340
35203708,1133,715,290,1005
35203709,982,635,200,835
35203710,525,360,100,460
35203711,355,235,85,320
35203712,416,265,95,360
35203713,665,430,155,585
35203714,578,355,135,490
35203715,426,280,105,385
35203716,778,445,220,665
35203717,68,30,20,50
35203718,1660,1105,275,1380
35203719,593,380,125,505
35203720,586,385,120,505
35203721,397,225,115,340
35203722,525,300,125,425
35203723,461,275,115,390
35203724,529,305,140,445
35203725,520,350,100,450
35203726,483,280,110,390
35203729,380,240,75,315
35203730,434,295,85,380
35203731,1584,1035,270,1305
35203732,687,415,155,570
35203733,485,310,90,400
35203734,401,235,105,340
35203735,364,230,90,320
35203736,439,295,90,385
35203737,592,355,145,500
35203738,387,240,90,330
35203739,641,345,200,545
35203740,334,210,90,300
35203743,545,335,130,465
35203744,653,460,105,565
35203745,886,615,180,795
35203746,1160,810,175,985
35203747,756,480,200,680
35203748,374,240,90,330
35203751,429,290,95,385
35203752,1065,780,150,930
35203753,347,225,65,290
35203754,587,420,60,480
35203755,406,265,85,350
35203756,461,295,105,400
35203757,576,380,130,510
35203758,480,320,95,415
35203759,389,260,80,340
35203760,466,295,85,380
35203761,440,280,95,375
35203762,606,390,125,515
35203766,1265,840,150,990
35203786,728,465,155,620
35203787,704,485,115,600
35203788,935,605,185,790
35203789,285,195,40,235
35203790,502,330,80,410
35203791,289,185,50,235
35203792,1177,865,140,1005
35203793,282,95,180,275
35203794,441,285,95,380
35203796,505,350,85,435
35203798,423,275,80,355
35203799,719,470,80,550
35203800,444,295,55,350
35203801,476,295,105,400
35203802,467,295,100,395
35203803,517,340,80,420
35203807,465,330,60,390
35203808,404,260,70,330
35203809,427,285,70,355
35203810,548,360,85,445
35203811,713,480,100,580
35203812,827,535,170,705
35203813,426,280,70,350
35203815,590,375,110,485
35203816,435,290,70,360
35203817,627,425,90,515
35203818,647,455,95,550
35203819,393,235,80,315
35203820,556,350,145,495
35203828,422,275,75,350
35203829,444,305,70,375
35203830,511,365,75,440
35203833,529,415,60,475
35203834,711,545,105,650
35203835,334,240,50,290
35203836,341,245,50,295
35203837,229,160,40,200
35203838,437,315,75,390
35203841,504,380,75,455
35203842,454,315,65,380
35203843,456,335,60,395
35203844,564,435,70,505
35203845,393,295,65,360
35203846,279,205,45,250
35203847,342,245,40,285
35203848,490,280,145,425
35203849,579,320,180,500
35203850,946,620,235,855
35203851,324,245,35,280
35203852,339,210,65,275
35203853,362,235,80,315
35203857,1870,1305,310,1615
35203858,448,265,130,395
35203859,335,245,45,290
35203860,400,320,50,370
35203861,341,245,70,315
35203864,653,465,85,550
35203865,467,325,70,395
35203866,684,480,105,585
35203867,466,315,95,410
35203868,568,375,100,475
35203869,514,355,85,440
35203870,457,290,105,395
35203871,430,290,85,375
35203872,370,260,70,330
35203873,252,160,45,205
35203876,423,275,75,350
35203877,507,340,50,390
35203878,589,225,305,530
35203880,380,260,50,310
35203881,724,525,90,615
35203882,395,255,60,315
35203883,418,270,75,345
35203884,510,360,45,405
35203885,423,310,60,370
35203886,447,305,85,390
35203887,682,395,185,580
35203888,739,505,130,635
35203889,338,215,50,265
35203890,507,340,70,410
35203891,530,350,70,420
35203892,587,375,95,470
35203893,550,405,40,445
35203895,529,335,105,440
35203897,455,180,235,415
35203898,532,385,75,460
35203899,1048,755,180,935
35203908,1178,845,185,1030
35203909,350,250,60,310
35203910,360,195,125,320
35203911,720,495,150,645
35203912,772,585,70,655
35203913,322,200,80,280
35203914,1089,720,185,905
35203915,998,665,100,765
35203916,671,485,105,590
35203917,309,180,105,285
35203919,208,150,40,190
35203921,1054,595,370,965
35203922,324,230,70,300
35203925,1046,645,270,915
35203926,244,135,65,200
35203927,683,450,120,570
35203928,737,460,160,620
35203929,980,610,225,835
35203930,998,660,215,875
35203931,309,195,80,275
35203932,448,300,105,405
35203933,1103,665,290,955
35203936,338,220,85,305
35203937,462,285,125,410
35203938,339,205,90,295
35203939,321,220,65,285
35203940,696,490,130,620
35203943,591,390,120,510
35203945,1310,690,500,1190
35203946,4484,2570,1175,3745
35203947,2813,1625,805,2430
35203948,2502,1710,370,2080
35203951,1604,895,485,1380
35203953,1495,1055,165,1220
35203954,7176,5135,1090,6225
35203955,1819,1075,560,1635
35203958,1097,785,170,955
35203959,1990,1275,180,1455
35203960,2432,1560,330,1890
35203962,634,440,110,550
35203965,1166,765,145,910
35203971,1837,1270,195,1465
35203973,958,470,435,905
35203974,1026,645,185,830
35203975,1678,370,1275,1645
35203976,1939,1335,390,1725
35203977,1317,910,225,1135
35203978,3843,2545,645,3190
35203979,1333,885,295,1180
35203980,1797,1205,245,1450
35203981,1411,965,165,1130
35203984,2933,2380,365,2745
35203986,2377,1825,360,2185
35203987,797,310,425,735
35203989,1798,1080,500,1580
35203990,1263,715,400,1115
35203991,948,510,380,890
35203992,1334,940,150,1090
35203993,935,630,110,740
35203994,1459,1030,130,1160
35203995,1005,660,180,840
35203997,962,695,150,845
35203998,843,495,240,735
35204001,880,530,215,745
35204003,663,545,60,605
35204004,3194,2480,565,3045
35204005,1549,925,370,1295
35204006,1219,590,555,1145
35204007,1780,1050,535,1585
35204009,1127,890,125,1015
35204010,1349,895,245,1140
35204011,1354,920,160,1080
35204012,817,575,125,700
35204013,2079,1665,245,1910
35204014,3288,2300,525,2825
35204015,1497,1095,210,1305
35204019,2076,1585,240,1825
35204020,2214,1645,270,1915
35204021,257,200,30,230
35204024,2719,2100,350,2450
35204027,1287,895,180,1075
35204028,2407,1750,245,1995
35204029,1088,745,215,960
35204030,1479,1010,250,1260
35204032,1462,1015,185,1200
35204033,1980,1275,465,1740
35204034,823,575,130,705
35204038,827,590,130,720
35204039,1103,575,460,1035
35204040,594,345,200,545
35204041,2260,1615,255,1870
35204042,1664,1030,455,1485
35204043,1911,1320,250,1570
35204045,1791,1415,210,1625
35204047,1282,845,290,1135
35204052,2241,1550,205,1755
35204053,2404,1580,465,2045
35204054,1233,560,570,1130
35204055,2248,1505,340,1845
35204056,2006,1315,90,1405
35204057,1214,780,90,870
35204058,1270,825,270,1095
35204059,2662,1850,255,2105
35204061,1561,945,340,1285
35204064,1729,1170,285,1455
35204065,1610,1095,210,1305
35204066,1630,890,590,1480
35204067,1209,750,265,1015
35204068,2362,1535,425,1960
35204069,1661,1230,145,1375
35204070,1040,565,360,925
35204072,2700,1655,550,2205
35204076,1342,965,200,1165
35204077,1601,1180,245,1425
35204080,1922,1280,365,1645
35204082,1567,960,370,1330
35204083,1937,1115,615,1730
35204085,2775,1965,270,2235
35204087,1894,1330,215,1545
35204089,838,620,155,775
35204090,1140,915,130,1045
35204091,1467,1020,335,1355
35204092,844,275,515,790
35204094,3413,2285,370,2655
35204095,1808,940,750,1690
35204096,2606,2005,380,2385
35204097,1955,1490,315,1805
35204098,1644,835,680,1515
35204100,2708,2030,255,2285
35204101,8119,6085,1180,7265
35204106,1028,925,45,970
35204107,834,455,285,740
35204109,1992,1165,460,1625
35204113,1532,610,845,1455
35204114,1190,365,795,1160
35204115,1476,1055,190,1245
35204116,853,345,430,775
35204119,1720,1235,210,1445
35204120,1262,760,395,1155
35204124,7031,4880,845,5725
35204125,1425,920,350,1270
35204127,1532,1040,180,1220
35204129,1324,920,80,1000
35204130,555,280,225,505
35204131,974,530,285,815
35204133,1269,850,265,1115
35204134,778,525,160,685
35204135,1453,1085,245,1330
35204136,1110,780,135,915
35204137,1329,600,655,1255
35204138,1319,880,215,1095
35204141,1918,1090,610,1700
35204142,2641,2290,180,2470
35204143,1815,1210,135,1345
35204144,1958,1435,280,1715
35204145,1739,1200,235,1435
35204146,1147,680,355,1035
35204147,1450,985,240,1225
35204148,720,490,150,640
35204149,921,645,140,785
35204150,758,525,105,630
35204151,911,580,190,770
35204152,575,365,130,495
35204153,471,295,125,420
35204154,879,635,110,745
35204155,646,425,105,530
35204156,612,420,125,545
35204157,617,500,65,565
35204159,718,475,135,610
35204160,471,330,45,375
35204161,504,365,90,455
35204162,517,335,115,450
35204163,533,325,125,450
35204164,524,345,125,470
35204166,587,385,120,505
35204167,556,335,175,510
35204168,820,550,165,715
35204169,306,185,65,250
35204170,515,310,95,405
35204172,447,265,125,390
35204173,647,475,105,580
35204174,504,340,105,445
35204176,408,290,75,365
35204177,614,395,100,495
35204178,762,500,160,660
35204179,750,525,100,625
35204180,596,385,125,510
35204181,565,375,125,500
35204182,780,510,155,665
35204183,525,345,95,440
35204184,1121,795,210,1005
35204186,425,335,70,405
35204187,764,610,70,680
35204188,557,465,25,490
35204189,462,365,65,430
35204190,1094,835,130,965
35204191,626,445,105,550
35204192,455,305,10,315
35204193,321,245,35,280
35204194,1047,765,105,870
35204195,1880,1370,300,1670
35204196,407,320,50,370
35204197,575,410,90,500
35204198,974,660,205,865
35204199,988,725,115,840
35204200,78,60,15,75
35204201,1191,680,315,995
35204202,765,530,75,605
35204204,119,70,25,95
35204205,347,270,30,300
35204206,338,260,45,305
35204207,425,280,95,375
35204208,1257,810,200,1010
35204209,153,100,45,145
35204211,317,180,75,255
35204212,907,595,90,685
35204213,1555,1040,250,1290
35204214,506,375,55,430
35204215,780,550,100,650
35204216,838,535,175,710
35204217,244,145,50,195
35204218,628,395,140,535
35204219,342,235,30,265
35204220,333,295,20,315
35204221,383,320,40,360
35204222,695,530,120,650
35204224,1803,1350,200,1550
35204225,494,395,50,445
35204226,488,365,70,435
35204227,1453,970,250,1220
35204228,2973,2645,180,2825
35204229,2145,1955,85,2040
35204230,2588,2055,310,2365
35204231,1302,950,150,1100
35204232,1250,780,340,1120
35204233,300,225,40,265
35204235,514,305,140,445
35204236,655,450,115,565
35204237,457,310,70,380
35204238,699,480,90,570
35204240,1211,670,435,1105
35204242,1736,1185,355,1540
35204243,1367,995,125,1120
35204244,374,245,70,315
35204245,1049,1000,25,1025
35204246,1978,1390,310,1700
35204249,1940,1250,445,1695
35204250,2059,1615,150,1765
35204251,608,385,130,515
35204252,1310,825,260,1085
35204253,260,160,65,225
35204254,640,450,45,495
35204255,614,395,130,525
35204256,316,210,40,250
35204257,1305,965,145,1110
35204258,0,NA,NA,NA
35204262,387,260,50,310
35204263,389,240,70,310
35204265,1807,660,1035,1695
35204266,141,85,40,125
35204267,2204,1485,325,1810
35204271,954,605,205,810
35204272,3179,2015,735,2750
35204273,150,115,20,135
35204274,418,65,350,415
35204275,445,345,65,410
35204276,515,325,120,445
35204277,1232,855,220,1075
35204278,515,330,80,410
35204279,641,410,105,515
35204280,364,245,85,330
35204281,569,360,135,495
35204282,690,475,120,595
35204283,517,345,90,435
35204284,2898,1660,935,2595
35204285,381,250,70,320
35204286,637,440,120,560
35204287,814,600,150,750
35204288,573,375,120,495
35204289,765,570,60,630
35204290,1369,915,175,1090
35204291,930,660,115,775
35204292,793,545,120,665
35204293,474,340,65,405
35204294,544,390,85,475
35204295,451,320,70,390
35204296,663,445,125,570
35204297,478,330,80,410
35204298,1137,765,160,925
35204299,463,310,95,405
35204300,473,325,75,400
35204301,472,315,95,410
35204302,556,360,110,470
35204303,481,325,90,415
35204304,510,350,85,435
35204305,1104,780,130,910
35204307,1141,895,115,1010
35204309,364,255,65,320
35204310,2391,1610,390,2000
35204311,1410,960,350,1310
35204312,1256,940,195,1135
35204317,1771,1420,230,1650
35204318,565,400,90,490
35204319,550,350,105,455
35204321,3500,2735,495,3230
35204322,498,325,85,410
35204323,535,375,95,470
35204324,567,370,105,475
35204325,623,415,110,525
35204326,1317,920,260,1180
35204327,456,315,65,380
35204328,361,205,130,335
35204329,3107,2120,325,2445
35204330,1626,1075,105,1180
35204331,1332,900,70,970
35204332,516,365,65,430
35204333,2911,1895,380,2275
35204334,306,200,65,265
35204335,663,490,105,595
35204336,481,300,125,425
35204337,597,410,75,485
35204338,392,260,75,335
35204339,854,535,200,735
35204340,617,405,105,510
35204341,343,140,175,315
35204342,510,325,125,450
35204343,751,525,130,655
35204344,1115,710,310,1020
35204345,653,485,80,565
35204346,886,600,135,735
35204348,1996,1180,515,1695
35204352,1453,1005,220,1225
35204353,2232,1485,130,1615
35204355,2516,1690,495,2185
35204356,2007,1605,100,1705
35204357,484,340,90,430
35204358,696,525,65,590
35204359,1167,825,75,900
35204360,843,555,210,765
35204361,502,330,85,415
35204362,507,320,105,425
35204363,663,430,135,565
35204364,1084,750,85,835
35204365,508,340,90,430
35204366,257,170,10,180
35204367,2928,1995,190,2185
35204369,437,310,60,370
35204370,1504,975,260,1235
35204371,3391,2460,205,2665
35204372,1029,725,80,805
35204373,1882,1200,370,1570
35204374,611,415,100,515
35204375,533,335,130,465
35204376,498,330,80,410
35204377,514,330,105,435
35204378,517,360,80,440
35204379,403,265,100,365
35204380,3486,2820,370,3190
35204381,1064,835,140,975
35204383,693,475,105,580
35204384,781,570,135,705
35204385,657,430,85,515
35204386,732,465,105,570
35204387,601,375,140,515
35204388,537,345,90,435
35204389,1668,1275,230,1505
35204390,1113,880,140,1020
35204391,599,325,210,535
35204392,656,470,95,565
35204393,482,260,170,430
35204394,471,260,165,425
35204395,627,410,140,550
35204396,927,565,225,790
35204397,1141,755,185,940
35204398,549,375,90,465
35204399,949,660,175,835
35204400,404,245,125,370
35204401,1519,1015,180,1195
35204402,1732,1095,345,1440
35204403,615,440,95,535
35204404,508,335,90,425
35204405,679,460,115,575
35204406,410,295,80,375
35204407,518,350,85,435
35204408,556,410,70,480
35204409,399,255,55,310
35204410,967,670,205,875
35204411,582,375,105,480
35204412,1419,910,300,1210
35204413,951,635,55,690
35204414,1410,940,310,1250
35204415,1571,1070,255,1325
35204416,475,345,50,395
35204417,432,290,65,355
35204418,233,145,55,200
35204419,506,350,70,420
35204420,438,285,85,370
35204421,536,375,85,460
35204422,504,340,90,430
35204423,489,335,85,420
35204424,898,640,130,770
35204425,560,405,70,475
35204426,2592,1800,245,2045
35204427,1166,805,85,890
35204430,953,655,115,770
35204431,598,375,140,515
35204433,517,325,110,435
35204434,508,320,130,450
35204435,942,675,135,810
35204438,556,410,75,485
35204439,664,495,85,580
35204440,519,345,90,435
35204441,520,350,85,435
35204442,456,335,55,390
35204443,468,330,75,405
35204444,395,270,45,315
35204445,446,325,55,380
35204446,604,390,65,455
35204447,449,305,75,380
35204448,768,535,80,615
35204449,387,300,45,345
35204450,422,310,55,365
35204451,465,345,40,385
35204452,478,340,65,405
35204453,964,665,110,775
35204455,717,490,105,595
35204456,1098,715,175,890
35204457,542,370,90,460
35204458,1438,1000,235,1235
35204460,514,360,105,465
35204461,494,340,75,415
35204462,433,325,60,385
35204465,1127,710,310,1020
35204466,1719,1330,235,1565
35204467,1117,720,320,1040
35204468,1887,1255,540,1795
35204469,1768,1330,220,1550
35204470,3151,2560,265,2825
35204471,766,575,95,670
35204472,800,590,115,705
35204473,423,305,80,385
35204474,3484,2550,410,2960
35204475,593,385,140,525
35204476,434,300,100,400
35204477,450,315,100,415
35204478,823,580,150,730
35204479,45,40,10,50
35204480,1209,860,110,970
35204481,512,325,70,395
35204482,451,300,60,360
35204483,433,335,50,385
35204484,447,290,70,360
35204485,542,355,85,440
35204486,463,310,75,385
35204487,1752,1115,415,1530
35204488,1768,1290,215,1505
35204489,656,500,80,580
35204490,990,695,175,870
35204491,505,355,80,435
35204492,644,470,80,550
35204493,523,365,80,445
35204494,758,545,90,635
35204495,459,300,80,380
35204496,368,260,40,300
35204497,399,255,75,330
35204498,463,295,100,395
35204499,494,355,80,435
35204500,657,275,345,620
35204501,458,310,80,390
35204502,571,430,60,490
35204503,555,400,100,500
35204504,547,375,110,485
35204505,929,610,245,855
35204506,855,365,435,800
35204507,1026,610,365,975
35204508,537,325,200,525
35204509,512,305,135,440
35204510,568,315,175,490
35204511,613,400,80,480
35204512,512,330,110,440
35204513,340,230,45,275
35204514,424,270,85,355
35204515,641,430,125,555
35204516,685,470,125,595
35204517,426,290,65,355
35204518,569,370,95,465
35204519,518,355,80,435
35204520,679,510,85,595
35204521,422,280,80,360
35204522,423,295,70,365
35204523,624,420,105,525
35204524,352,230,75,305
35204525,295,180,70,250
35204526,570,395,105,500
35204527,484,315,80,395
35204528,443,270,95,365
35204529,505,325,85,410
35204530,532,340,80,420
35204531,553,380,95,475
35204532,442,280,120,400
35204533,1172,770,270,1040
35204534,413,330,35,365
35204535,1544,1270,165,1435
35204536,806,630,90,720
35204537,685,515,70,585
35204538,493,290,85,375
35204539,528,405,70,475
35204540,570,430,60,490
35204541,586,345,115,460
35204542,402,270,65,335
35204543,1384,930,390,1320
35204544,578,215,335,550
35204545,484,240,215,455
35204546,484,355,65,420
35204547,486,310,75,385
35204548,1043,725,135,860
35204549,385,240,85,325
35204550,445,315,50,365
35204551,379,285,50,335
35204552,450,335,55,390
35204553,422,310,55,365
35204554,517,365,80,445
35204555,554,380,90,470
35204556,518,310,145,455
35204557,435,280,90,370
35204558,767,570,155,725
35204559,448,325,85,410
35204560,536,355,80,435
35204561,598,400,90,490
35204562,495,375,75,450
35204563,1478,1110,180,1290
35204564,2805,2045,400,2445
35204565,1711,1440,120,1560
35204566,444,375,40,415
35204567,6837,4955,705,5660
35204568,657,350,215,565
35204569,602,435,75,510
35204570,509,380,70,450
35204571,828,595,140,735
35204572,401,295,55,350
35204573,570,425,80,505
35204574,1411,1090,100,1190
35204575,579,435,85,520
35204576,564,405,70,475
35204577,601,445,80,525
35204578,2410,2155,145,2300
35204579,1537,1250,215,1465
35204580,922,750,120,870
35204581,1068,920,100,1020
35204582,715,595,95,690
35204583,610,485,95,580
35204584,2133,1875,185,2060
35204585,862,770,75,845
35204586,913,795,65,860
35204587,392,270,90,360
35204589,1150,990,50,1040
35204590,878,545,310,855
35204591,1232,1020,180,1200
35204592,1817,1535,145,1680
35204593,1575,1410,100,1510
35204594,2102,1930,100,2030
35204595,1142,965,120,1085
35204596,667,560,65,625
35204597,539,410,100,510
35204598,793,695,65,760
35204599,298,280,0,280
35204600,896,310,570,880
35204601,543,490,25,515
35204602,1930,1715,145,1860
35204603,921,405,485,890
35204605,1177,1020,65,1085
35204606,4204,3655,285,3940
35204607,1608,1410,65,1475
35204608,867,690,85,775
35204609,284,215,45,260
35204610,942,860,35,895
35204611,777,645,75,720
35204612,810,625,125,750
35204613,1291,1130,65,1195
35204614,1282,1060,120,1180
35204615,3548,3285,140,3425
35204616,1648,1385,140,1525
35204617,1002,815,70,885
35204618,1107,1020,45,1065
35204620,1631,1465,100,1565
35204621,637,510,75,585
35204622,525,405,100,505
35204623,880,780,80,860
35204624,1467,1320,80,1400
35204625,394,265,75,340
35204626,387,265,70,335
35204627,392,285,55,340
35204628,352,240,65,305
35204629,526,375,85,460
35204630,369,230,85,315
35204631,583,395,105,500
35204632,468,335,60,395
35204633,1999,1545,115,1660
35204634,599,435,60,495
35204635,672,485,60,545
35204636,642,415,110,525
35204637,521,335,75,410
35204638,531,345,75,420
35204639,594,400,95,495
35204640,479,315,60,375
35204641,641,415,95,510
35204642,573,380,80,460
35204643,456,300,60,360
35204644,489,320,60,380
35204645,485,335,80,415
35204646,401,285,60,345
35204647,568,380,110,490
35204648,820,515,95,610
35204649,537,375,35,410
35204650,3073,2335,495,2830
35204652,1088,795,170,965
35204653,3003,1795,895,2690
